ID,Opportunity,Link,Framework,Category,Specialist,Organisation Name,Buyer Domain,Location Of The Work,Published At,Open For,Expected Contract Length,Applications from SMEs,Applications from Large Organisations,Total Organisations,Status,Winning supplier,Size of supplier,Contract amount,Contract start date
363,Delivery managers for digital apprenticeship service (SFADAS04),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/363,digital-outcomes-and-specialists,digital-outcomes,,"Skills Funding Agency (SFA) on behalf of the Department for Business, Innovation and Skills (BIS)",sfa.bis.gov.uk,West Midlands,2016-07-07,2 weeks,2 years but may be shorter depending on progress towards delivering the strands of work.,15.0,6.0,21.0,closed,,,,
368,PR-0032 Visual and Content Designer in the BIS Digital Group,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/368,digital-outcomes-and-specialists,digital-specialists,designer,"Department for Business, Innovation & Skills",bis.gov.uk,London,2016-06-13,2 weeks,"24 months, but may be shorter, depending on how the project develops and the needs.",16.0,3.0,19.0,closed,,,,
373,Driving strategic digital transformation for NHSNSS,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/373,digital-outcomes-and-specialists,digital-outcomes,,NHS National Services Scotland – a special health board within NHSScotland,nhs.net,Scotland,2016-07-05,2 weeks,"4-6 months, depending on recommended approach",22.0,8.0,30.0,closed,,,,
384,Taunton Deane Borough Council Website Replacement,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/384,digital-outcomes-and-specialists,digital-outcomes,,Taunton Deane Borough Council,tauntondeane.gov.uk,South West England,2016-06-27,2 weeks,12 months,7.0,,7.0,closed,,,,
378,SJDoS00001 Quest SME,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/378,digital-outcomes-and-specialists,digital-specialists,technicalArchitect,FCO Services,fco.gov.uk,East of England,2016-06-15,2 weeks,,11.0,1.0,12.0,cancelled,,,,
376,Disclosure Scotland - Discovery and Alpha,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/376,digital-outcomes-and-specialists,digital-outcomes,,Disclosure Scotland,gov.scot,Scotland,2016-06-15,2 weeks,16-18 weeks from Start Date for entire engagement (both Discovery and Alpha in total),14.0,15.0,29.0,closed,,,,
390,WP1117: Transformation Delivery Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/390,digital-outcomes-and-specialists,digital-specialists,deliveryManager,Government Digital Service,digital.cabinet-office.gov.uk,London,2016-06-16,2 weeks,Up to a maximum of 2 years with regular reviews,41.0,3.0,44.0,awarded,dxw,small,43750.0,2016-7-21
387,Design and build a web application for Lewisham’s health social care and wellbeing information,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/387,digital-outcomes-and-specialists,digital-outcomes,,Lewisham Council,lewisham.gov.uk,Offsite,2016-07-07,2 weeks,,30.0,2.0,32.0,closed,,,,
389,WP1116: Transformation Service Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/389,digital-outcomes-and-specialists,digital-specialists,serviceManager,Government Digital Service,digital.cabinet-office.gov.uk,London,2016-06-16,2 weeks,Up to a maximum of 2 years with regular reviews,31.0,1.0,32.0,awarded,Caution Your Blast Ltd,micro,46000.0,2016-7-21
394,Product owner for digital apprenticeship service (SFADAS03-01),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/394,digital-outcomes-and-specialists,digital-specialists,productManager,"Skills Funding Agency (SFA) on behalf of the Department for Business, Innovation and Skills (BIS)",sfa.bis.gov.uk,West Midlands,2016-06-21,2 weeks,,23.0,5.0,28.0,closed,,,,
395,PR-0137 Senior User Researcher (for Export Licensing) in the BIS Digital Group,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/395,digital-outcomes-and-specialists,digital-specialists,userResearcher,"Department for Business, Innovation & Skills",bis.gov.uk,London,2016-06-17,2 weeks,"24 months, but may be shorter, depending on how the project develops and the needs.",17.0,1.0,18.0,closed,,,,
398,Digital Discovery Call Off,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/398,digital-outcomes-and-specialists,digital-outcomes,,Care Quality Commission,cqc.org.uk,London,2016-06-17,2 weeks,Up to 31st March 2017,24.0,5.0,29.0,closed,,,,
407,Application for UK Benefits,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/407,digital-outcomes-and-specialists,user-research-participants,,Department for Work and Pensions,dwp.gsi.gov.uk,London,2016-06-22,2 weeks,,2.0,,2.0,closed,,,,
414,PPM Tool Proof of Concept,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/414,digital-outcomes-and-specialists,digital-outcomes,,Devon County Council,devon.gov.uk,South West England,2016-06-22,2 weeks,4 weeks,1.0,,1.0,closed,,,,
415,SJDoS00002 - SOC Analyst,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/415,digital-outcomes-and-specialists,digital-specialists,securityConsultant,FCO Services,fco.gov.uk,South East England,2016-06-24,2 weeks,6 months,15.0,3.0,18.0,cancelled,,,,
416,MHL2.0,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/416,digital-outcomes-and-specialists,digital-outcomes,,South London & Maudsley NHS Foundation Trust,slam.nhs.uk,London,2016-06-29,2 weeks,1 year from commencement – to cover a Beta Release in December 2016 and Live Release in March 2017.,14.0,2.0,16.0,closed,,,,
419,Design and build a campaign website to support HM Government’s new childcare offer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/419,digital-outcomes-and-specialists,digital-outcomes,,HM Government (lead by HMRC),hmrc.gsi.gov.uk,London,2016-07-08,2 weeks,3 months (first delivery by 29th August) with potential for extension,34.0,7.0,41.0,closed,,,,
426,WP1121: Lead User Researcher on Digital Marketplace,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/426,digital-outcomes-and-specialists,digital-specialists,userResearcher,Government Digital Service,digital.cabinet-office.gov.uk,London,2016-06-24,2 weeks,6 months + 3 month extension (if required),15.0,2.0,17.0,cancelled,,,,
422,Content designer to shape the language of a new organisation,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/422,digital-outcomes-and-specialists,digital-specialists,contentDesigner,College of Teaching,collegeofteaching.ac.uk,London,2016-06-28,2 weeks,3 months,11.0,1.0,12.0,closed,,,,
427,"Home Office Biometrics (HOB) Programme Delivery Partner, multi-location IT transformation",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/427,digital-outcomes-and-specialists,digital-outcomes,,The Home Office (and in support of other public sector organisations),homeoffice.gsi.gov.uk,London,2016-06-27,2 weeks,2 years (within the context of a four year programme).,8.0,17.0,25.0,closed,,,,
439,UKTI-FE-01 Senior Frontend Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/439,digital-outcomes-and-specialists,digital-specialists,developer,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-28,2 weeks,6 months with an option to extend quarter on quarter at the Authority's sole discretion.,36.0,3.0,39.0,closed,,,,
430,Service Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/430,digital-outcomes-and-specialists,digital-specialists,deliveryManager,College of Teaching,collegeofteaching.ac.uk,London,2016-06-28,2 weeks,4 months in the first instance,15.0,3.0,18.0,closed,,,,
434,Technical Architect for UKTI,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/434,digital-outcomes-and-specialists,digital-specialists,technicalArchitect,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-27,2 weeks,6 months with an option to extend quarter on quarter at the Authority's sole discretion.,25.0,3.0,28.0,closed,,,,
435,UKTI-BE-01 Senior Python Web Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/435,digital-outcomes-and-specialists,digital-specialists,developer,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-27,2 weeks,6 months with an option to extend quarter on quarter at the Authority's sole discretion.,33.0,3.0,36.0,closed,,,,
436,UKTI-BE-02 Senior Python Web Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/436,digital-outcomes-and-specialists,digital-specialists,developer,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-27,2 weeks,,26.0,4.0,30.0,closed,,,,
437,UKTI-BE-03 Senior Python Web Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/437,digital-outcomes-and-specialists,digital-specialists,developer,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-27,2 weeks,6 months with an option to extend quarter on quarter at the Authority's sole discretion.,29.0,3.0,32.0,closed,,,,
438,UKTI-BE-04 Senior Python Web Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/438,digital-outcomes-and-specialists,digital-specialists,developer,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-27,2 weeks,6 months with an option to extend quarter on quarter at the Authority's sole discretion.,24.0,2.0,26.0,closed,,,,
440,UKTI-UX-01 User Experience Designer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/440,digital-outcomes-and-specialists,digital-specialists,designer,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-28,2 weeks,6 months with an option to extend quarter on quarter at the Authority's sole discretion.,28.0,2.0,30.0,closed,,,,
441,UKTI-UR-01 User Researcher,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/441,digital-outcomes-and-specialists,digital-specialists,userResearcher,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-28,2 weeks,,20.0,,20.0,closed,,,,
455,UKTI-UX-02 User Experience Designer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/455,digital-outcomes-and-specialists,digital-specialists,designer,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-28,2 weeks,,27.0,,27.0,closed,,,,
456,UKTI-UX-03 User Experience Designer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/456,digital-outcomes-and-specialists,digital-specialists,designer,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-28,2 weeks,,25.0,,25.0,closed,,,,
457,UKTI-UX-04 User Experience Designer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/457,digital-outcomes-and-specialists,digital-specialists,designer,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-28,2 weeks,,24.0,1.0,25.0,closed,,,,
460,UKTI-UR-04 User Researcher,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/460,digital-outcomes-and-specialists,digital-specialists,userResearcher,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-28,2 weeks,,14.0,,14.0,closed,,,,
459,UKTI-UR-03 User Researcher,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/459,digital-outcomes-and-specialists,digital-specialists,userResearcher,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-28,2 weeks,,15.0,,15.0,closed,,,,
458,UKTI-UR-02 User Researcher,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/458,digital-outcomes-and-specialists,digital-specialists,userResearcher,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-28,2 weeks,,18.0,1.0,19.0,closed,,,,
452,Front end developers for digital apprenticeship service (SFADAS12),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/452,digital-outcomes-and-specialists,digital-outcomes,,"Skills Funding Agency (SFA) on behalf of the Department for Business, Innovation and Skills (BIS)",sfa.bis.gov.uk,West Midlands,2016-07-07,2 weeks,2 years but may be shorter depending on progress towards delivering the strands of work.,13.0,3.0,16.0,closed,,,,
450,UKTI-FE-04 Senior Frontend Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/450,digital-outcomes-and-specialists,digital-specialists,developer,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-28,2 weeks,,27.0,2.0,29.0,closed,,,,
449,UKTI-FE-03 Senior Frontend Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/449,digital-outcomes-and-specialists,digital-specialists,developer,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-28,2 weeks,,28.0,3.0,31.0,closed,,,,
448,UKTI-FE-02 Senior Frontend Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/448,digital-outcomes-and-specialists,digital-specialists,developer,UK Trade & Investment,digital.bis.gov.uk,London,2016-06-28,2 weeks,,32.0,3.0,35.0,closed,,,,
467,UKTI-PM-01 Product Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/467,digital-outcomes-and-specialists,digital-specialists,productManager,UKTI,digital.bis.gov.uk,London,2016-06-29,2 weeks,,29.0,2.0,31.0,closed,,,,
462,Home Office Biometrics  (HOB) – Application Development,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/462,digital-outcomes-and-specialists,digital-outcomes,,The Home Office,homeoffice.gsi.gov.uk,London,2016-06-29,2 weeks,2 years,5.0,15.0,20.0,closed,,,,
471,National Law Enforcement Data Programme (NLEDP) Delivery Manager - Projects and PMO Support,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/471,digital-outcomes-and-specialists,digital-specialists,deliveryManager,Home Office,homeoffice.gsi.gov.uk,London,2016-06-30,2 weeks,Maximum 2 year,40.0,1.0,41.0,closed,,,,
472,End User Computing SME (Windows),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/472,digital-outcomes-and-specialists,digital-specialists,technicalArchitect,UKTI,digital.bis.gov.uk,London,2016-06-30,2 weeks,6 months,14.0,,14.0,closed,,,,
490,Business analysis for digital apprenticeship service (SFADAS08),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/490,digital-outcomes-and-specialists,digital-outcomes,,"Skills Funding Agency (SFA) on behalf of the Department for Business, Innovation and Skills (BIS)",sfa.bis.gov.uk,West Midlands,2016-07-14,2 weeks,2 years but may be shorter depending on progress towards delivering the strands of work.,18.0,7.0,25.0,closed,,,,
